0.023219954	278.788
0.026122448	277.183
0.029024943	277.183
0.031927437	275.586
0.034829931	275.586
0.037732426	273.999
0.040634920	273.999
0.043537414	272.421
0.046439909	270.852
0.049342403	270.852
0.052244897	269.292
0.055147392	269.292
0.058049886	267.741
0.060952380	267.741
0.063854875	266.199
0.066757369	266.199
0.069659863	264.665
0.072562358	263.141
0.075464852	263.141
0.078367346	263.141
0.081269841	261.626
0.084172335	261.626
0.087074829	261.626
0.089977324	260.119
0.092879818	258.621
0.095782312	258.621
0.098684807	257.131
0.101587301	257.131
0.104489795	255.65
0.107392290	255.65
0.110294784	254.178
0.113197278	254.178
0.116099773	254.178
0.119002267	252.714
0.121904761	252.714
0.124807256	252.714
0.127709750	251.258
0.130612244	251.258
0.133514739	251.258
0.136417233	251.258
0.139319727	251.258
0.142222222	249.811
0.145124716	249.811
0.148027210	249.811
0.150929705	249.811
0.153832199	249.811
0.156734693	249.811
0.159637188	249.811
0.162539682	249.811
0.165442176	248.372
0.168344671	249.811
0.171247165	249.811
0.174149659	249.811
0.177052154	249.811
0.179954648	248.372
0.182857142	248.372
0.185759637	246.942
0.188662131	246.942
0.191564625	246.942
0.194467120	245.519
0.197369614	245.519
0.200272108	245.519
0.203174603	245.519
0.206077097	244.105
0.208979591	244.105
0.211882086	244.105
0.214784580	244.105
0.217687074	244.105
0.220589569	244.105
0.223492063	244.105
0.226394557	245.519
0.229297052	245.519
0.232199546	246.942
0.235102040	248.372
0.238004535	249.811
0.240907029	249.811
0.243809523	251.258
0.246712018	252.714
0.249614512	254.178
0.252517006	255.65
0.255419501	255.65
0.258321995	257.131
0.261224489	257.131
0.264126984	258.621
0.267029478	260.119
0.269931972	260.119
0.272834467	261.626
0.275736961	263.141
0.278639455	264.665
0.281541950	264.665
0.284444444	267.741
0.287346938	267.741
0.290249433	269.292
0.293151927	269.292
0.296054421	270.852
0.298956916	270.852
0.301859410	272.421
0.304761904	272.421
0.307664399	272.421
0.310566893	272.421
0.313469387	273.999
0.316371882	273.999
0.319274376	273.999
0.322176870	275.586
0.325079365	275.586
0.327981859	275.586
0.330884353	275.586
0.333786848	275.586
0.336689342	277.183
0.339591836	277.183
0.342494331	277.183
0.345396825	275.586
0.348299319	275.586
0.351201814	275.586
0.354104308	277.183
0.357006802	277.183
0.359909297	277.183
0.362811791	277.183
0.365714285	277.183
0.368616780	277.183
0.371519274	277.183
0.374421768	277.183
0.377324263	277.183
0.380226757	277.183
0.383129251	277.183
0.386031746	278.788
0.388934240	278.788
0.391836734	278.788
0.394739229	277.183
0.397641723	277.183
0.400544217	277.183
0.403446712	277.183
0.406349206	277.183
0.409251700	277.183
0.412154195	277.183
0.415056689	277.183
0.417959183	277.183
0.420861678	275.586
0.423764172	275.586
0.426666666	275.586
0.429569160	275.586
0.432471655	275.586
0.435374149	275.586
0.438276643	275.586
0.441179138	275.586
0.444081632	275.586
0.446984126	275.586
0.449886621	275.586
0.452789115	275.586
0.455691609	275.586
0.458594104	275.586
0.461496598	275.586
0.464399092	275.586
0.467301587	275.586
0.470204081	275.586
0.473106575	277.183
0.476009070	277.183
0.478911564	277.183
0.481814058	277.183
0.484716553	277.183
0.487619047	278.788
0.490521541	278.788
0.493424036	278.788
0.496326530	278.788
0.499229024	278.788
0.502131519	278.788
0.505034013	278.788
0.507936507	278.788
0.510839002	278.788
0.513741496	277.183
0.516643990	277.183
0.519546485	277.183
0.522448979	277.183
0.525351473	275.586
0.528253968	275.586
0.531156462	273.999
0.534058956	273.999
0.536961451	272.421
0.539863945	270.852
0.542766439	270.852
0.545668934	269.292
0.548571428	267.741
0.551473922	266.199
0.554376417	264.665
0.557278911	261.626
0.560181405	258.621
0.563083900	255.65
0.565986394	252.714
0.568888888	251.258
0.571791383	248.372
0.574693877	245.519
0.577596371	245.519
0.580498866	242.699
0.583401360	238.53
0.586303854	235.79
0.589206349	233.082
0.592108843	231.739
0.595011337	231.739
0.597913832	230.405
0.600816326	231.739
0.603718820	233.082
0.606621315	235.79
0.609523809	235.79
0.612426303	237.156
0.615328798	237.156
0.618231292	238.53
0.621133786	238.53
0.624036281	239.912
0.626938775	241.301
0.629841269	241.301
0.632743764	242.699
0.635646258	242.699
0.638548752	242.699
0.641451247	242.699
0.644353741	244.105
0.647256235	244.105
0.650158730	245.519
0.653061224	245.519
0.655963718	246.942
0.658866213	248.372
0.661768707	248.372
0.664671201	249.811
0.667573696	249.811
0.670476190	249.811
0.673378684	249.811
0.676281179	249.811
0.679183673	249.811
0.682086167	249.811
0.684988662	249.811
0.687891156	249.811
0.690793650	248.372
0.693696145	248.372
0.696598639	248.372
0.699501133	248.372
0.702403628	248.372
0.705306122	246.942
0.708208616	246.942
0.711111111	246.942
0.714013605	246.942
0.716916099	245.519
0.719818594	245.519
0.722721088	245.519
0.725623582	245.519
0.728526077	245.519
0.731428571	245.519
0.734331065	245.519
0.737233560	245.519
0.740136054	245.519
0.743038548	245.519
0.745941043	245.519
0.748843537	245.519
0.751746031	245.519
0.754648526	245.519
0.757551020	245.519
0.760453514	246.942
0.763356009	246.942
0.766258503	246.942
0.769160997	248.372
0.772063492	248.372
0.774965986	248.372
0.777868480	248.372
0.780770975	248.372
0.783673469	248.372
0.786575963	248.372
0.789478458	249.811
0.792380952	249.811
0.795283446	249.811
0.798185941	251.258
0.801088435	251.258
0.803990929	251.258
0.806893424	249.811
0.809795918	251.258
0.812698412	249.811
0.815600907	249.811
0.818503401	248.372
0.821405895	248.372
0.824308390	249.811
0.827210884	249.811
0.830113378	248.372
0.833015873	248.372
0.835918367	248.372
0.838820861	246.942
0.841723356	246.942
0.844625850	246.942
0.847528344	245.519
0.850430839	245.519
0.853333333	245.519
0.856235827	245.519
0.859138321	244.105
0.862040816	244.105
0.864943310	244.105
0.867845804	244.105
0.870748299	244.105
0.873650793	242.699
0.876553287	242.699
0.879455782	241.301
0.882358276	241.301
0.885260770	239.912
0.888163265	238.53
0.891065759	238.53
0.893968253	238.53
0.896870748	237.156
0.899773242	237.156
0.902675736	237.156
0.905578231	237.156
0.908480725	237.156
0.911383219	237.156
0.914285714	235.79
0.917188208	235.79
0.920090702	235.79
0.922993197	235.79
0.925895691	235.79
0.928798185	235.79
0.931700680	235.79
0.934603174	235.79
0.937505668	235.79
0.940408163	235.79
0.943310657	235.79
0.946213151	235.79
0.949115646	235.79
0.952018140	235.79
0.954920634	235.79
0.957823129	234.432
0.960725623	234.432
0.963628117	234.432
0.966530612	233.082
0.969433106	233.082
0.972335600	234.432
0.975238095	234.432
0.978140589	234.432
0.981043083	235.79
0.983945578	235.79
0.986848072	235.79
0.989750566	235.79
0.992653061	235.79
0.995555555	234.432
0.998458049	234.432
1.001360544	234.432
1.004263038	233.082
1.007165532	233.082
